Date,company_name,Amount,Exchange,Segment,scrip_code,Instrument Type,Strike Price,Expiry,Trade Num,Trade Time,side,quantity,price,yahoo_ticker,yahoo_stock_name
2025-07-25 00:00:00,RUTTONSHA IN,16503.6,NSE,EQ,517035,Equity,0,,204000,09:16:08,Buy,40,412.59,RIR.BO,RIR POWER ELECTRONICS LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.3,NSE,EQ,DPABHUSHAN,Equity,0,,208593795,15:23:12,Buy,1,1671.3,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.4,NSE,EQ,DPABHUSHAN,Equity,0,,208593796,15:23:12,Buy,1,1671.4,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.6,NSE,EQ,DPABHUSHAN,Equity,0,,208593797,15:23:12,Buy,1,1671.6,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.6,NSE,EQ,DPABHUSHAN,Equity,0,,208593798,15:23:12,Buy,1,1671.6,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.6,NSE,EQ,DPABHUSHAN,Equity,0,,208593799,15:23:12,Buy,1,1671.6,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.7,NSE,EQ,DPABHUSHAN,Equity,0,,208593800,15:23:12,Buy,1,1671.7,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.7,NSE,EQ,DPABHUSHAN,Equity,0,,208593801,15:23:12,Buy,1,1671.7,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.7,NSE,EQ,DPABHUSHAN,Equity,0,,208593802,15:23:12,Buy,1,1671.7,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.8,NSE,EQ,DPABHUSHAN,Equity,0,,208593803,15:23:12,Buy,1,1671.8,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
2025-07-21 00:00:00,D. P. ABHUSHAN LIMITED,1671.8,NSE,EQ,DPABHUSHAN,Equity,0,,208593804,15:23:12,Buy,1,1671.8,DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
