Date,company_name,Amount,Exchange,Segment,scrip_code,Instrument Type,Strike Price,Expiry,Trade Num,Trade Time,side,quantity,price,yahoo_ticker,yahoo_stock_name
2022-11-11 00:00:00,CUMMINS INDI,14703.15,NSE,EQ,500480,Equity,,,1328378,10:20:59,Sell,11,1336.65,CUMMINSIND.NS,
2022-11-11 00:00:00,CUMMINS INDI,8019.9,NSE,EQ,500480,Equity,,,1328379,10:20:59,Sell,6,1336.65,CUMMINSIND.NS,
2022-11-11 00:00:00,CUMMINS INDI,1336.65,NSE,EQ,500480,Equity,,,1328380,10:20:59,Sell,1,1336.65,CUMMINSIND.NS,
2022-11-11 00:00:00,COROM INTER,1907.9,NSE,EQ,506395,Equity,,,1748736,10:58:38,Buy,2,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748737,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748738,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748739,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748740,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748741,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748742,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,953.95,NSE,EQ,506395,Equity,,,1748743,10:58:38,Buy,1,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,2861.85,NSE,EQ,506395,Equity,,,1748744,10:58:38,Buy,3,953.95,COROMANDEL.NS,
2022-11-11 00:00:00,COROM INTER,2862,NSE,EQ,506395,Equity,,,1748745,10:58:38,Buy,3,954,COROMANDEL.NS,
2022-11-11 00:00:00,JK PAPER,5799.5,NSE,EQ,532162,Equity,,,51631134,10:25:50,Buy,14,414.25,JKPAPER.NS,
2022-11-11 00:00:00,JK PAPER,27343.8,NSE,EQ,532162,Equity,,,51631135,10:25:50,Buy,66,414.3,JKPAPER.NS,
2022-11-11 00:00:00,DEV CRBANK,7158,NSE,EQ,532772,Equity,,,27317223,10:59:01,Buy,60,119.3,DCBBANK.NS,
2022-11-11 00:00:00,Equitas Small Finance Bank,10670,NSE,EQ,543243,Equity,,,26809708,10:25:04,Buy,200,53.35,EQUITASBNK.NS,
2022-11-11 00:00:00,KARUR VYSYA BANK LTD.,9880,NSE,EQ,590003,Equity,,,51423094,10:11:26,Buy,100,98.8,KARURVYSYA.NS,
2022-11-10 00:00:00,TITAN IND.,13280,NSE,EQ,500114,Equity,,,76613841,10:36:10,Sell,5,2656,TITAN.NS,
2022-11-10 00:00:00,TITAN IND.,7968,NSE,EQ,500114,Equity,,,76613842,10:36:10,Sell,3,2656,TITAN.NS,
2022-11-10 00:00:00,TITAN IND.,26559.5,NSE,EQ,500114,Equity,,,76613843,10:36:10,Sell,10,2655.95,TITAN.NS,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,13715.1,NSE,EQ,500128,Equity,,,28411491,13:40:22,Buy,311,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,12789,NSE,EQ,500128,Equity,,,28411492,13:40:22,Buy,290,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,4365.9,NSE,EQ,500128,Equity,,,28411493,13:40:22,Buy,99,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,5512.5,NSE,EQ,500128,Equity,,,28412167,13:40:27,Buy,125,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,5512.5,NSE,EQ,500128,Equity,,,28412168,13:40:27,Buy,125,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,220.5,NSE,EQ,500128,Equity,,,28412169,13:40:27,Buy,5,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,882,NSE,EQ,500128,Equity,,,28412170,13:40:27,Buy,20,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,441,NSE,EQ,500128,Equity,,,28412171,13:40:27,Buy,10,44.1,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,5518.75,NSE,EQ,500128,Equity,,,28412172,13:40:27,Buy,125,44.15,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,5518.75,NSE,EQ,500128,Equity,,,28412173,13:40:27,Buy,125,44.15,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,5518.75,NSE,EQ,500128,Equity,,,28412174,13:40:27,Buy,125,44.15,500128.BO,
2022-11-10 00:00:00,ELECTROSTEEL CASTINGS LTD.,1766,NSE,EQ,500128,Equity,,,28412175,13:40:27,Buy,40,44.15,500128.BO,
2022-11-09 00:00:00,RAYMOND LTD,1235.05,NSE,EQ,500330,Equity,,,76173735,09:57:57,Sell,1,1235.05,RAYMOND.NS,
2022-11-09 00:00:00,RAYMOND LTD,1235,NSE,EQ,500330,Equity,,,76173736,09:57:57,Sell,1,1235,RAYMOND.NS,
2022-11-09 00:00:00,RAYMOND LTD,16054.35,NSE,EQ,500330,Equity,,,76173737,09:57:57,Sell,13,1234.95,RAYMOND.NS,
2022-11-09 00:00:00,CUMMINS INDI,6798.25,NSE,EQ,500480,Equity,,,2130717,11:01:44,Buy,5,1359.65,CUMMINSIND.NS,
2022-11-09 00:00:00,ANDHR PR PM,4716.5,NSE,EQ,502330,Equity,,,1164691,09:56:33,Buy,10,471.65,ANDHRAPAP.NS,
2022-11-09 00:00:00,ICICI BANK L,9153.5,NSE,EQ,532174,Equity,,,26083949,09:55:13,Buy,10,915.35,ICICIBANK.NS,
2022-11-09 00:00:00,GRANULES INDIA LTD.,7360,NSE,EQ,532482,Equity,,,29620550,15:06:56,Buy,20,368,GRANULES.NS,
2022-11-09 00:00:00,CIGNITI TECH,1163.1,NSE,EQ,534758,Equity,,,1100277,09:53:06,Sell,2,581.55,CIGNITITEC.NS,
2022-11-09 00:00:00,CIGNITI TECH,6978,NSE,EQ,534758,Equity,,,1100278,09:53:06,Sell,12,581.5,CIGNITITEC.NS,
2022-11-09 00:00:00,CIGNITI TECH,581.5,NSE,EQ,534758,Equity,,,1100279,09:53:06,Sell,1,581.5,CIGNITITEC.NS,
